1;"Absolut Vodka 1L";"Absolut Vodka was first launched in New York in 1979. It soon became the talk of the town  in the US and eventually of the world. But the recipe behind the clean and natural taste of Absolut is actually older than 30 years. So is the 18th century medicine bottle found in an antique store in Stockholm Sweden that gave inspiration to the iconic Absolut Vodka bottle.";"55.49";"1"
2;"Absolut Elyx 1L";"Absolut Elyx is a true luxury vodka", built on the principles of quality, integrity and craftsmanship," manually distilled in a copper still. The result is an award winning vodka with a rich and smooth mouth feel. We call it liquid silk. Perfect for your martinis or even on the rocks.";"73.99";"1"
